Rk,Team,Date,Unnamed: 3,Opp,Result,IP,H,R,ER,UER,HR,BB,IBB,SO,HBP,BK,WP,BF,BR
1,LAA,2025-06-18,@,NYY,"W, 3-2",9.0,3,2,2,0,2,4,0,10,1,0,0,34,9
2,ARI,2025-06-18,@,TOR,"L, 1-8",8.0,13,8,7,1,1,6,1,5,1,0,0,43,20
3,ATL,2025-06-18,,NYM,"W, 5-0",9.0,5,0,0,0,0,1,0,7,0,0,0,33,6
4,BAL,2025-06-18,@,TBR,"L, 8-12",8.0,18,12,12,0,1,5,0,7,0,0,1,45,23
5,BOS,2025-06-18,@,SEA,"W, 3-1",9.0,6,1,1,0,0,1,0,10,0,0,2,33,7
6,CIN,2025-06-18,,MIN,"W, 4-2 (6)",6.0,3,2,2,0,1,2,0,4,1,0,0,24,6
7,CLE,2025-06-18,@,SFG,"W, 4-2",9.0,6,2,2,0,1,3,0,7,1,1,0,36,10
8,COL,2025-06-18,@,WSN,"W, 3-1",9.0,7,1,1,0,0,3,0,4,0,0,0,36,10
9,MIA,2025-06-18,,PHI,"L, 2-4",9.0,9,4,4,0,1,6,0,9,0,0,1,42,16
10,HOU,2025-06-18,@,ATH,"W, 11-4",9.0,8,4,4,0,1,6,0,7,0,0,1,39,14
11,KCR,2025-06-18,@,TEX,"W, 6-3",9.0,12,3,3,0,0,1,0,9,1,0,0,39,14
12,LAD,2025-06-18,,SDP,"W, 4-3",9.0,7,3,2,1,0,0,0,9,0,0,0,35,7
13,MIN,2025-06-18,@,CIN,"L, 2-4 (6)",5.2,9,4,4,0,1,0,0,5,0,0,0,25,9
14,NYM,2025-06-18,@,ATL,"L, 0-5",8.0,7,5,4,1,2,4,0,5,0,0,2,35,11
15,NYY,2025-06-18,,LAA,"L, 2-3",9.0,8,3,3,0,2,5,0,7,0,0,1,39,13
16,ATH,2025-06-18,,HOU,"L, 4-11",9.0,20,11,11,0,3,3,0,8,0,0,0,48,23
17,PHI,2025-06-18,@,MIA,"W, 4-2",9.0,7,2,2,0,1,3,0,12,0,0,0,36,10
18,SDP,2025-06-18,@,LAD,"L, 3-4",8.1,7,4,4,0,1,4,0,6,1,0,0,35,12
19,SEA,2025-06-18,,BOS,"L, 1-3",9.0,3,3,3,0,2,2,0,7,1,0,0,33,6
20,SFG,2025-06-18,,CLE,"L, 2-4",9.0,7,4,3,1,1,3,0,10,0,0,0,36,11
21,TBR,2025-06-18,,BAL,"W, 12-8",9.0,7,8,7,1,3,1,0,7,1,0,0,37,10
22,TEX,2025-06-18,,KCR,"L, 3-6",9.0,7,6,6,0,1,4,1,6,0,0,0,38,11
23,TOR,2025-06-18,,ARI,"W, 8-1",9.0,6,1,1,0,0,1,0,12,1,0,0,35,8
24,WSN,2025-06-18,,COL,"L, 1-3",9.0,8,3,3,0,2,0,0,9,0,0,0,34,8
25,LAA,2025-06-17,@,NYY,"W, 4-0",9.0,4,0,0,0,0,2,0,12,0,0,0,33,6
26,ARI,2025-06-17,@,TOR,"L, 4-5",8.1,9,5,5,0,3,1,0,8,3,0,0,38,13
27,ATL,2025-06-17,,NYM,"W, 5-4 (10)",10.0,7,4,4,0,2,2,0,11,0,0,0,35,9
28,BAL,2025-06-17,@,TBR,"W, 5-1",9.0,7,1,1,0,0,3,0,7,0,0,0,35,10
29,BOS,2025-06-17,@,SEA,"L, 0-8",8.0,9,8,8,0,1,6,0,6,0,0,0,38,15
30,CHC,2025-06-17,,MIL,"W, 5-3",9.0,9,3,3,0,1,3,0,10,1,0,0,39,13
31,CHW,2025-06-17,,STL,"L, 2-12",9.0,13,12,11,1,2,5,0,5,2,0,0,47,20
32,CIN,2025-06-17,,MIN,"W, 6-5",9.0,8,5,1,4,2,2,0,11,1,0,0,38,12
33,CLE,2025-06-17,@,SFG,"W, 3-2",9.0,10,2,2,0,0,5,0,10,1,0,0,42,16
34,COL,2025-06-17,@,WSN,"W, 10-6",9.0,12,6,5,1,2,4,0,4,0,0,2,43,17
35,DET,2025-06-17,,PIT,"W, 7-3",9.0,5,3,2,1,0,0,0,6,0,0,0,32,5
36,MIA,2025-06-17,,PHI,"W, 8-3",9.0,8,3,3,0,1,0,0,6,1,0,0,35,9
37,HOU,2025-06-17,@,ATH,"W, 13-3",9.0,4,3,2,1,0,3,0,5,1,0,0,34,9
38,KCR,2025-06-17,@,TEX,"W, 6-1",9.0,5,1,1,0,0,1,0,14,2,0,0,35,8
39,LAD,2025-06-17,,SDP,"W, 8-6",9.0,9,6,6,0,1,6,1,9,2,1,1,41,17
40,MIL,2025-06-17,@,CHC,"L, 3-5",8.0,8,5,5,0,2,2,0,8,1,0,0,34,11
41,MIN,2025-06-17,@,CIN,"L, 5-6",8.0,5,6,4,2,0,8,0,8,1,0,0,39,14
42,NYM,2025-06-17,@,ATL,"L, 4-5 (10)",9.2,7,5,4,1,0,5,1,5,0,0,1,40,13
43,NYY,2025-06-17,,LAA,"L, 0-4",9.0,8,4,3,1,0,1,1,13,1,0,0,38,10
44,ATH,2025-06-17,,HOU,"L, 3-13",9.0,15,13,10,3,5,7,0,4,3,0,0,50,25
45,PHI,2025-06-17,@,MIA,"L, 3-8",8.0,13,8,8,0,2,5,0,7,0,0,0,41,18
46,PIT,2025-06-17,@,DET,"L, 3-7",8.0,9,7,7,0,4,3,0,7,1,0,0,35,13
47,SDP,2025-06-17,@,LAD,"L, 6-8",8.0,12,8,8,0,3,2,1,5,1,0,1,38,15
48,SEA,2025-06-17,,BOS,"W, 8-0",9.0,2,0,0,0,0,2,0,10,1,0,0,31,5
49,SFG,2025-06-17,,CLE,"L, 2-3",9.0,6,3,3,0,1,2,0,6,0,0,0,35,9
50,STL,2025-06-17,@,CHW,"W, 12-2",9.0,6,2,2,0,0,0,0,5,0,0,0,32,6
51,TBR,2025-06-17,,BAL,"L, 1-5",9.0,13,5,5,0,1,1,1,9,0,0,0,40,14
52,TEX,2025-06-17,,KCR,"L, 1-6",9.0,8,6,6,0,3,2,0,7,0,0,1,37,10
53,TOR,2025-06-17,,ARI,"W, 5-4",9.0,8,4,4,0,0,5,0,7,2,1,0,41,15
54,WSN,2025-06-17,,COL,"L, 6-10",9.0,10,10,10,0,7,4,0,12,4,0,0,43,18
55,LAA,2025-06-16,@,NYY,"W, 1-0 (11)",11.0,8,0,0,0,0,3,2,10,0,0,0,43,11
56,BAL,2025-06-16,@,TBR,"L, 1-7",8.0,14,7,7,0,2,2,0,10,1,0,0,39,17
57,BOS,2025-06-16,@,SEA,"W, 2-0",9.0,4,0,0,0,0,4,0,15,0,0,0,34,8
58,COL,2025-06-16,@,WSN,"W, 6-4",9.0,4,4,4,0,2,5,0,4,0,0,0,34,9
59,MIA,2025-06-16,,PHI,"L, 2-5",9.0,10,5,5,0,2,2,0,6,1,0,0,40,13
60,HOU,2025-06-16,@,ATH,"L, 1-3",8.0,6,3,3,0,2,2,0,10,1,0,0,32,10
61,LAD,2025-06-16,,SDP,"W, 6-3",9.0,6,3,3,0,1,2,0,7,0,0,1,35,8
62,NYY,2025-06-16,,LAA,"L, 0-1 (11)",11.0,7,1,0,1,0,2,1,7,0,0,0,42,9
63,ATH,2025-06-16,,HOU,"W, 3-1",9.0,8,1,1,0,1,1,0,9,0,0,0,33,9
64,PHI,2025-06-16,@,MIA,"W, 5-2",9.0,5,2,2,0,0,1,0,7,2,0,0,35,8
65,SDP,2025-06-16,@,LAD,"L, 3-6",8.0,10,6,6,0,0,2,0,12,1,0,0,38,14
66,SEA,2025-06-16,,BOS,"L, 0-2",9.0,4,2,2,0,1,3,0,12,0,0,0,33,7
67,TBR,2025-06-16,,BAL,"W, 7-1",9.0,4,1,1,0,1,2,0,11,0,0,0,30,6
68,WSN,2025-06-16,,COL,"L, 4-6",9.0,8,6,6,0,3,1,0,7,0,0,0,35,9
69,LAA,2025-06-15,@,BAL,"L, 2-11",8.0,12,11,9,2,3,3,1,14,0,0,0,38,16
70,ARI,2025-06-15,,SDP,"L, 2-8",9.0,13,8,8,0,2,1,0,9,0,0,0,41,14
71,ATL,2025-06-15,,COL,"L, 1-10",9.0,10,10,9,1,1,5,0,16,2,1,0,42,17
72,BAL,2025-06-15,,LAA,"W, 11-2",9.0,5,2,2,0,1,2,0,8,0,0,1,33,7
73,BOS,2025-06-15,,NYY,"W, 2-0",9.0,5,0,0,0,0,3,0,11,0,0,0,33,9
74,CHC,2025-06-15,,PIT,"W, 3-2 (10)",10.0,4,2,2,0,0,3,0,6,0,0,0,36,7
75,CHW,2025-06-15,@,TEX,"L, 1-2",8.0,9,2,2,0,0,5,0,4,0,0,0,37,14
76,CIN,2025-06-15,@,DET,"W, 8-4",9.0,9,4,4,0,2,3,0,9,0,0,0,39,12
77,CLE,2025-06-15,@,SEA,"L, 0-6",8.0,5,6,6,0,1,5,0,6,2,0,0,36,12
78,COL,2025-06-15,@,ATL,"W, 10-1",9.0,6,1,1,0,0,2,0,8,0,0,0,33,8
79,DET,2025-06-15,,CIN,"L, 4-8",9.0,11,8,3,5,1,2,0,5,0,0,2,40,14
80,MIA,2025-06-15,@,WSN,"W, 3-1",9.0,6,1,1,0,0,4,0,3,2,0,0,37,12
81,HOU,2025-06-15,,MIN,"W, 2-1 (10)",10.0,8,1,1,0,1,0,0,12,1,0,0,38,9
82,KCR,2025-06-15,,ATH,"L, 2-3",9.0,9,3,3,0,2,3,0,10,0,0,0,37,12
83,LAD,2025-06-15,,SFG,"W, 5-4",9.0,7,4,4,0,1,4,1,8,2,0,0,40,13
84,MIL,2025-06-15,,STL,"W, 3-2",9.0,9,2,2,0,1,0,0,8,1,0,1,36,10
85,MIN,2025-06-15,@,HOU,"L, 1-2 (10)",9.2,4,2,1,1,0,2,0,8,1,0,0,35,7
86,NYM,2025-06-15,,TBR,"L, 0-9",9.0,9,9,9,0,1,9,0,8,0,0,1,43,18
87,NYY,2025-06-15,@,BOS,"L, 0-2",8.0,6,2,2,0,1,3,0,11,0,0,0,31,10
88,ATH,2025-06-15,@,KCR,"W, 3-2",9.0,8,2,2,0,0,0,0,7,1,1,0,35,10
89,PHI,2025-06-15,,TOR,"W, 11-4",9.0,8,4,3,1,0,2,0,10,0,0,0,36,10
90,PIT,2025-06-15,@,CHC,"L, 2-3 (10)",9.1,6,3,2,1,0,3,1,4,0,0,0,37,9
91,SDP,2025-06-15,@,ARI,"W, 8-2",9.0,3,2,2,0,1,1,0,14,0,0,0,31,4
92,SEA,2025-06-15,,CLE,"W, 6-0",9.0,4,0,0,0,0,1,0,6,0,0,0,30,5
93,SFG,2025-06-15,@,LAD,"L, 4-5",8.0,8,5,5,0,2,2,0,9,0,0,0,33,10
94,STL,2025-06-15,@,MIL,"L, 2-3",8.0,9,3,3,0,1,1,0,10,0,0,1,33,10
95,TBR,2025-06-15,@,NYM,"W, 9-0",9.0,5,0,0,0,0,7,0,8,1,0,0,39,13
96,TEX,2025-06-15,,CHW,"W, 2-1",9.0,8,1,1,0,1,2,0,12,0,0,0,36,10
97,TOR,2025-06-15,@,PHI,"L, 4-11",8.0,18,11,11,0,2,5,1,6,0,0,0,44,23
98,WSN,2025-06-15,,MIA,"L, 1-3",9.0,11,3,3,0,1,3,0,7,0,0,1,40,14
99,LAA,2025-06-14,@,BAL,"L, 5-6",8.0,11,6,6,0,2,2,0,6,1,0,1,37,14
100,ARI,2025-06-14,,SDP,"W, 8-7",9.0,11,7,6,1,1,6,1,8,0,0,0,42,17
101,ATL,2025-06-14,,COL,"W, 4-1",9.0,4,1,0,1,0,1,0,19,0,0,0,33,6
102,BAL,2025-06-14,,LAA,"W, 6-5",9.0,8,5,5,0,3,5,0,10,2,0,0,41,15
103,BOS,2025-06-14,,NYY,"W, 4-3",9.0,6,3,3,0,0,3,0,8,0,0,0,35,10
104,CHC,2025-06-14,,PIT,"W, 2-1",9.0,5,1,1,0,1,2,0,6,0,0,0,32,7
105,CHW,2025-06-14,@,TEX,"L, 4-5 (11)",10.2,11,5,3,2,0,8,2,13,1,0,1,52,21
106,CIN,2025-06-14,@,DET,"W, 11-1",9.0,4,1,1,0,0,3,0,4,1,0,0,35,8
107,CLE,2025-06-14,@,SEA,"L, 3-4",8.2,7,4,4,0,0,6,2,8,2,1,1,40,15
108,COL,2025-06-14,@,ATL,"L, 1-4",8.0,7,4,3,1,1,3,0,6,0,0,0,33,11
109,DET,2025-06-14,,CIN,"L, 1-11",9.0,12,11,11,0,4,6,0,7,0,0,0,44,18
110,MIA,2025-06-14,@,WSN,"W, 4-3",9.0,7,3,3,0,0,6,1,6,0,0,1,39,14
111,HOU,2025-06-14,,MIN,"W, 3-2",9.0,3,2,2,0,1,2,0,17,1,0,0,33,6
112,KCR,2025-06-14,,ATH,"L, 0-4",9.0,6,4,4,0,2,3,0,4,0,0,0,36,9
113,LAD,2025-06-14,,SFG,"W, 11-5",9.0,6,5,4,1,1,4,0,8,0,0,0,37,11
114,MIL,2025-06-14,,STL,"L, 5-8",9.0,10,8,6,2,2,5,0,8,1,0,0,42,16
