Rk,Team,Date,Unnamed: 3,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,RawDate
26,STL,2025-06-08,,LAD,"L, 3-7",39,37,3,11,7,4,0,0,3,0,0,1,8,.297,.308,.405,.713,15,0,0,0,1,0,2025-06-08
27,TBR,2025-06-08,,MIA,"W, 3-2",31,28,3,6,3,2,0,1,3,2,0,1,7,.214,.233,.393,.626,11,0,0,1,1,0,2025-06-08
28,TEX,2025-06-08,@,WSN,"W, 4-2",39,37,4,11,6,3,0,2,4,1,0,2,7,.297,.333,.541,.874,20,2,0,0,0,0,2025-06-08
29,TOR,2025-06-08,@,MIN,"L, 3-6",35,32,3,5,3,2,0,0,3,0,0,3,8,.156,.229,.219,.447,7,1,0,0,0,0,2025-06-08
30,WSN,2025-06-08,,TEX,"L, 2-4",33,31,2,6,4,1,0,1,2,0,1,2,11,.194,.242,.323,.565,10,2,0,0,0,0,2025-06-08
31,LAA,2025-06-07,,SEA,"W, 8-6",42,36,8,11,4,4,0,3,7,1,0,4,6,.306,.405,.667,1.071,24,0,2,0,0,0,2025-06-07
32,ARI,2025-06-07,@,CIN,"L, 1-13",36,33,1,7,6,0,0,1,1,0,0,3,8,.212,.278,.303,.581,10,1,0,0,0,0,2025-06-07
33,ATL,2025-06-07,@,SFG,"L, 2-3",36,34,2,7,5,1,0,1,2,0,0,2,10,.206,.250,.324,.574,11,0,0,0,0,1,2025-06-07
34,BAL,2025-06-07,@,ATH,"W, 7-4",42,36,7,11,8,1,0,2,6,1,0,4,8,.306,.381,.500,.881,18,1,1,0,1,0,2025-06-07
35,BOS,2025-06-07,@,NYY,"W, 10-7",45,39,10,14,9,4,0,1,10,1,0,5,8,.359,.444,.538,.983,21,2,1,0,0,0,2025-06-07
36,CHC,2025-06-07,@,DET,"W, 6-1",35,34,6,7,2,0,0,5,6,0,0,1,8,.206,.229,.647,.876,22,0,0,0,0,0,2025-06-07
37,CHW,2025-06-07,,KCR,"W, 4-1",34,32,4,9,4,3,0,2,4,0,0,1,9,.281,.294,.563,.857,18,0,0,0,1,0,2025-06-07
38,CIN,2025-06-07,,ARI,"W, 13-1",43,35,13,11,7,2,0,2,13,0,0,7,6,.314,.442,.543,.985,19,0,1,0,0,0,2025-06-07
39,CLE,2025-06-07,,HOU,"L, 3-5 (10)",44,35,3,6,4,1,0,1,3,0,1,8,15,.171,.341,.286,.627,10,0,1,0,0,0,2025-06-07
40,COL,2025-06-07,,NYM,"L, 1-8",36,36,1,10,7,2,0,1,1,0,0,0,9,.278,.278,.417,.694,15,2,0,0,0,0,2025-06-07
41,DET,2025-06-07,,CHC,"L, 1-6",34,32,1,6,5,0,1,0,1,1,0,2,7,.188,.235,.250,.485,8,1,0,0,0,0,2025-06-07
42,MIA,2025-06-07,@,TBR,"W, 11-10 (10)",42,39,11,13,8,4,0,1,11,1,1,3,9,.333,.381,.513,.894,20,2,0,0,0,0,2025-06-07
43,HOU,2025-06-07,@,CLE,"W, 5-3 (10)",39,36,5,6,4,1,0,1,4,1,0,3,7,.167,.231,.278,.509,10,0,0,0,0,0,2025-06-07
44,KCR,2025-06-07,@,CHW,"L, 1-4",36,33,1,8,7,0,0,1,1,0,0,3,9,.242,.306,.333,.639,11,2,0,0,0,0,2025-06-07
45,LAD,2025-06-07,@,STL,"L, 1-2",40,35,1,9,9,0,0,0,0,2,0,5,6,.257,.350,.257,.607,9,1,0,0,0,0,2025-06-07
46,MIL,2025-06-07,,SDP,"W, 4-3",35,27,4,8,7,0,0,1,4,0,0,5,2,.296,.382,.407,.790,11,2,0,0,2,0,2025-06-07
47,MIN,2025-06-07,,TOR,"L, 4-5",37,32,4,7,4,1,0,2,4,0,0,4,7,.219,.324,.438,.762,14,2,1,0,0,0,2025-06-07
48,NYM,2025-06-07,@,COL,"W, 8-1",42,38,8,12,8,1,0,3,8,3,0,2,5,.316,.357,.579,.936,22,2,1,0,1,0,2025-06-07
49,NYY,2025-06-07,,BOS,"L, 7-10",37,33,7,7,5,1,0,1,7,2,0,3,15,.212,.278,.333,.611,11,1,0,0,0,0,2025-06-07
50,ATH,2025-06-07,,BAL,"L, 4-7",43,34,4,8,6,2,0,0,4,1,0,8,14,.235,.395,.294,.689,10,0,1,0,0,0,2025-06-07
51,PHI,2025-06-07,@,PIT,"L, 1-2",30,30,1,4,2,1,0,1,1,0,0,0,8,.133,.133,.267,.400,8,0,0,0,0,0,2025-06-07
52,PIT,2025-06-07,,PHI,"W, 2-1",31,28,2,5,3,0,1,1,2,0,1,3,5,.179,.258,.357,.615,10,0,0,0,0,0,2025-06-07
53,SDP,2025-06-07,@,MIL,"L, 3-4",39,35,3,8,7,1,0,0,3,3,0,4,10,.229,.308,.257,.565,9,0,0,0,0,0,2025-06-07
54,SEA,2025-06-07,@,LAA,"L, 6-8",42,38,6,14,10,2,0,2,6,3,0,3,8,.368,.415,.579,.994,22,0,0,1,0,0,2025-06-07
55,SFG,2025-06-07,,ATL,"W, 3-2",31,31,3,5,2,1,0,2,3,0,0,0,13,.161,.161,.387,.548,12,0,0,0,0,0,2025-06-07
56,STL,2025-06-07,,LAD,"W, 2-1",36,32,2,9,8,1,0,0,2,0,1,2,11,.281,.343,.313,.655,10,0,1,1,0,0,2025-06-07
57,TBR,2025-06-07,,MIA,"L, 10-11 (10)",43,39,10,9,1,3,0,5,10,0,0,2,8,.231,.286,.692,.978,27,0,1,1,0,0,2025-06-07
58,TEX,2025-06-07,@,WSN,"W, 5-0",38,34,5,8,7,1,0,0,4,1,0,4,8,.235,.316,.265,.580,9,0,0,0,0,0,2025-06-07
59,TOR,2025-06-07,@,MIN,"W, 5-4",39,37,5,10,7,1,0,2,5,0,0,2,6,.270,.308,.459,.767,17,0,0,0,0,0,2025-06-07
60,WSN,2025-06-07,,TEX,"L, 0-5",30,28,0,3,3,0,0,0,0,0,1,1,9,.107,.167,.107,.274,3,1,1,0,0,0,2025-06-07
61,LAA,2025-06-06,,SEA,"W, 5-4",33,31,5,7,5,1,0,1,5,2,1,1,7,.226,.273,.355,.628,11,0,1,0,0,0,2025-06-06
62,ARI,2025-06-06,@,CIN,"L, 3-4 (10)",35,34,3,6,3,1,0,2,3,0,1,1,12,.176,.200,.382,.582,13,1,0,0,0,0,2025-06-06
63,ATL,2025-06-06,@,SFG,"L, 4-5 (10)",45,35,4,6,5,0,0,1,4,0,0,7,10,.171,.333,.257,.590,9,0,2,0,1,1,2025-06-06
64,BAL,2025-06-06,@,ATH,"L, 4-5",41,34,4,8,3,3,0,2,4,0,0,6,9,.235,.341,.500,.841,17,1,0,0,1,0,2025-06-06
65,BOS,2025-06-06,@,NYY,"L, 6-9",39,32,6,6,2,1,1,2,6,0,0,4,12,.188,.308,.469,.776,15,0,2,0,1,0,2025-06-06
66,CHC,2025-06-06,@,DET,"L, 1-3",34,34,1,9,6,3,0,0,1,0,1,0,6,.265,.265,.353,.618,12,0,0,0,0,0,2025-06-06
67,CHW,2025-06-06,,KCR,"W, 7-2",38,30,7,7,4,2,0,1,4,0,1,7,6,.233,.378,.400,.778,12,0,0,1,0,0,2025-06-06
68,CIN,2025-06-06,,ARI,"W, 4-3 (10)",41,35,4,9,5,2,0,2,4,0,0,4,10,.257,.333,.486,.819,17,0,0,2,0,0,2025-06-06
69,CLE,2025-06-06,,HOU,"L, 2-4",33,32,2,9,7,1,0,1,2,0,0,1,9,.281,.303,.406,.709,13,1,0,0,0,0,2025-06-06
70,COL,2025-06-06,,NYM,"L, 2-4",35,32,2,9,4,2,2,1,2,0,1,3,8,.281,.343,.563,.905,18,1,0,0,0,0,2025-06-06
71,DET,2025-06-06,,CHC,"W, 3-1",32,31,3,8,6,0,0,2,3,1,0,1,7,.258,.281,.452,.733,14,1,0,0,0,0,2025-06-06
72,MIA,2025-06-06,@,TBR,"L, 3-4",37,37,3,11,7,2,0,2,3,0,1,0,6,.297,.297,.514,.811,19,0,0,0,0,0,2025-06-06
73,HOU,2025-06-06,@,CLE,"W, 4-2",41,34,4,10,9,0,0,1,4,1,0,6,4,.294,.415,.382,.797,13,2,1,0,0,0,2025-06-06
74,KCR,2025-06-06,@,CHW,"L, 2-7",35,33,2,7,4,1,0,2,2,0,1,1,8,.212,.257,.424,.681,14,0,1,0,0,0,2025-06-06
75,LAD,2025-06-06,@,STL,"L, 0-5",36,36,0,10,7,3,0,0,0,0,0,0,9,.278,.278,.361,.639,13,1,0,0,0,0,2025-06-06
76,MIL,2025-06-06,,SDP,"L, 0-2",37,30,0,4,4,0,0,0,0,2,0,6,8,.133,.297,.133,.431,4,1,1,0,0,0,2025-06-06
77,MIN,2025-06-06,,TOR,"L, 4-6",38,34,4,7,4,2,0,1,4,0,0,4,11,.206,.289,.353,.642,12,0,0,0,0,0,2025-06-06
78,NYM,2025-06-06,@,COL,"W, 4-2",43,37,4,10,7,3,0,0,4,0,0,5,10,.270,.372,.351,.723,13,0,1,0,0,0,2025-06-06
79,NYY,2025-06-06,,BOS,"W, 9-6",43,38,9,14,9,2,0,3,9,3,1,4,10,.368,.442,.658,1.100,25,0,1,0,0,0,2025-06-06
80,ATH,2025-06-06,,BAL,"W, 5-4",36,35,5,11,9,2,0,0,5,1,0,1,8,.314,.333,.371,.705,13,1,0,0,0,0,2025-06-06
81,PHI,2025-06-06,@,PIT,"L, 4-5",37,34,4,7,4,3,0,0,4,2,0,3,10,.206,.270,.294,.564,10,0,0,0,0,0,2025-06-06
82,PIT,2025-06-06,,PHI,"W, 5-4",38,33,5,11,6,2,1,2,5,0,1,4,8,.333,.395,.636,1.031,21,1,0,0,1,0,2025-06-06
83,SDP,2025-06-06,@,MIL,"W, 2-0",37,34,2,8,6,1,0,1,2,0,0,3,12,.235,.297,.353,.650,12,1,0,0,0,0,2025-06-06
84,SEA,2025-06-06,@,LAA,"L, 4-5",37,33,4,8,6,1,1,0,4,3,0,3,5,.242,.297,.333,.631,11,1,0,0,1,1,2025-06-06
85,SFG,2025-06-06,,ATL,"W, 5-4 (10)",38,33,5,8,7,1,0,0,3,0,1,3,7,.242,.289,.273,.562,9,0,0,0,2,0,2025-06-06
86,STL,2025-06-06,,LAD,"W, 5-0",33,29,5,7,5,0,0,2,5,1,0,3,6,.241,.313,.448,.761,13,1,0,1,0,0,2025-06-06
87,TBR,2025-06-06,,MIA,"W, 4-3",37,34,4,11,8,3,0,0,4,2,0,3,10,.324,.378,.412,.790,14,1,0,0,0,0,2025-06-06
88,TEX,2025-06-06,@,WSN,"L, 0-2",32,30,0,2,2,0,0,0,0,0,0,1,8,.067,.125,.067,.192,2,0,1,0,0,0,2025-06-06
89,TOR,2025-06-06,@,MIN,"W, 6-4",36,34,6,7,3,2,0,2,6,0,1,1,4,.206,.250,.441,.691,15,0,1,0,0,0,2025-06-06
90,WSN,2025-06-06,,TEX,"W, 2-0",29,29,2,5,4,0,0,1,2,0,0,0,2,.172,.172,.276,.448,8,0,0,0,0,0,2025-06-06
91,KCR,2025-06-05,@,STL,"W, 7-5",41,38,7,12,7,3,0,2,7,2,0,3,6,.316,.366,.553,.918,21,1,0,0,0,0,2025-06-05 (2)
92,STL,2025-06-05,,KCR,"L, 5-7",39,33,5,7,5,1,0,1,5,1,0,4,13,.212,.333,.333,.667,11,1,2,0,0,0,2025-06-05 (2)
93,KCR,2025-06-05,@,STL,"L, 5-6 (10)",43,40,5,12,9,2,0,1,5,1,0,2,4,.300,.326,.425,.751,17,1,0,0,1,1,2025-06-05 (1)
94,STL,2025-06-05,,KCR,"W, 6-5 (10)",40,35,6,8,6,1,0,1,6,0,0,3,3,.229,.300,.343,.643,12,1,1,0,1,1,2025-06-05 (1)
95,ARI,2025-06-05,@,ATL,"W, 11-10",43,37,11,12,6,3,0,3,11,0,1,6,7,.324,.419,.649,1.067,24,2,0,0,0,0,2025-06-05
96,ATL,2025-06-05,,ARI,"L, 10-11",41,37,10,12,4,5,0,3,10,0,1,4,9,.324,.390,.703,1.093,26,2,0,0,0,0,2025-06-05
97,BAL,2025-06-05,@,SEA,"W, 4-3",35,33,4,6,3,1,0,2,3,0,0,2,10,.182,.229,.394,.623,13,0,0,0,0,0,2025-06-05
98,CHC,2025-06-05,@,WSN,"W, 7-1",47,43,7,15,11,2,0,2,7,2,0,4,7,.349,.404,.535,.939,23,0,0,0,0,0,2025-06-05
99,CHW,2025-06-05,,DET,"W, 3-2 (10)",42,33,3,11,10,1,0,0,3,0,0,6,5,.333,.425,.364,.789,12,3,0,2,1,1,2025-06-05
100,CLE,2025-06-05,@,NYY,"L, 0-4",32,30,0,3,3,0,0,0,0,2,0,2,10,.100,.156,.100,.256,3,1,0,0,0,0,2025-06-05
101,DET,2025-06-05,@,CHW,"L, 2-3 (10)",40,36,2,8,7,0,0,1,2,1,0,4,9,.222,.300,.306,.606,11,0,0,0,0,1,2025-06-05
102,HOU,2025-06-05,@,PIT,"W, 8-2",39,36,8,10,6,2,0,2,8,3,0,2,7,.278,.308,.500,.808,18,0,0,0,1,0,2025-06-05
103,LAD,2025-06-05,,NYM,"W, 6-5",36,32,6,9,7,2,0,0,5,0,0,4,7,.281,.361,.344,.705,11,2,0,0,0,1,2025-06-05
104,MIN,2025-06-05,@,ATH,"L, 3-14",35,30,3,5,3,1,0,1,3,0,0,5,7,.167,.286,.300,.586,9,3,0,0,0,0,2025-06-05
105,NYM,2025-06-05,@,LAD,"L, 5-6",45,36,5,11,7,1,0,3,5,2,0,7,7,.306,.422,.583,1.006,21,0,1,0,1,1,2025-06-05
106,NYY,2025-06-05,,CLE,"W, 4-0",37,33,4,10,8,1,0,1,4,1,0,3,5,.303,.378,.424,.803,14,1,1,0,0,2,2025-06-05
107,ATH,2025-06-05,,MIN,"W, 14-3",47,41,14,17,10,3,0,4,14,1,0,6,9,.415,.489,.780,1.270,32,0,0,0,0,0,2025-06-05
108,PHI,2025-06-05,@,TOR,"L, 1-9",34,32,1,5,3,2,0,0,1,0,0,2,8,.156,.206,.219,.425,7,0,0,0,0,0,2025-06-05
109,PIT,2025-06-05,,HOU,"L, 2-8",36,32,2,5,4,1,0,0,2,0,0,4,16,.156,.250,.188,.438,6,1,0,0,0,0,2025-06-05
110,SDP,2025-06-05,@,SFG,"L, 2-3",34,33,2,7,6,0,0,1,2,0,0,1,12,.212,.235,.303,.538,10,0,0,0,0,0,2025-06-05
111,SEA,2025-06-05,,BAL,"L, 3-4",36,36,3,9,6,2,0,1,3,1,0,0,12,.250,.250,.389,.639,14,0,0,0,0,0,2025-06-05
112,SFG,2025-06-05,,SDP,"W, 3-2",34,29,3,6,4,2,0,0,3,2,0,4,11,.207,.294,.276,.570,8,0,0,0,1,0,2025-06-05
113,TBR,2025-06-05,,TEX,"W, 4-3",35,33,4,7,5,1,0,1,4,0,0,2,11,.212,.257,.333,.590,11,0,0,0,0,0,2025-06-05
114,TEX,2025-06-05,@,TBR,"L, 3-4",35,32,3,8,5,0,0,3,3,1,2,3,13,.250,.314,.531,.846,17,1,0,0,0,1,2025-06-05
115,TOR,2025-06-05,,PHI,"W, 9-1",39,37,9,14,9,4,0,1,9,1,0,2,4,.378,.410,.568,.978,21,1,0,0,0,0,2025-06-05
116,WSN,2025-06-05,,CHC,"L, 1-7",36,33,1,8,5,3,0,0,1,0,0,1,1,.242,.286,.333,.619,11,0,1,0,0,0,2025-06-05
117,LAA,2025-06-04,@,BOS,"L, 9-11",42,37,9,12,5,5,1,1,9,0,0,4,8,.324,.381,.595,.976,22,1,0,0,1,0,2025-06-04
118,ARI,2025-06-04,@,ATL,"W, 2-1",39,31,2,5,4,1,0,0,2,0,1,7,12,.161,.333,.194,.527,6,0,1,0,0,0,2025-06-04
119,ATL,2025-06-04,,ARI,"L, 1-2",36,30,1,3,3,0,0,0,1,1,0,5,13,.100,.250,.100,.350,3,0,1,0,0,1,2025-06-04
120,BAL,2025-06-04,@,SEA,"W, 3-2",34,29,3,4,2,0,1,1,3,0,0,5,9,.138,.265,.310,.575,9,2,0,0,0,0,2025-06-04
121,BOS,2025-06-04,,LAA,"W, 11-9",43,34,11,12,10,1,0,1,11,0,0,5,6,.353,.442,.471,.912,16,2,2,0,2,0,2025-06-04
122,CHC,2025-06-04,@,WSN,"L, 0-2",35,32,0,5,5,0,0,0,0,1,0,2,8,.156,.229,.156,.385,5,0,1,0,0,0,2025-06-04
123,CHW,2025-06-04,,DET,"L, 4-5",35,31,4,7,4,3,0,0,4,0,1,2,7,.226,.257,.323,.580,10,1,0,0,2,0,2025-06-04
124,CIN,2025-06-04,,MIL,"L, 1-9",35,30,1,4,2,2,0,0,1,2,1,5,7,.133,.257,.200,.457,6,0,0,0,0,0,2025-06-04
125,CLE,2025-06-04,@,NYY,"W, 4-0",39,38,4,12,7,3,0,2,4,1,0,1,12,.316,.333,.553,.886,21,1,0,0,0,0,2025-06-04
126,COL,2025-06-04,@,MIA,"W, 3-2",33,31,3,6,1,4,1,0,3,0,0,1,8,.194,.212,.387,.599,12,1,0,0,1,0,2025-06-04
127,DET,2025-06-04,@,CHW,"W, 5-4",41,37,5,10,5,5,0,0,5,0,0,3,7,.270,.341,.405,.747,15,0,1,0,0,0,2025-06-04
128,MIA,2025-06-04,,COL,"L, 2-3",31,30,2,5,3,2,0,0,2,1,0,0,6,.167,.194,.233,.427,7,1,1,0,0,0,2025-06-04
129,HOU,2025-06-04,@,PIT,"L, 0-3",34,33,0,7,5,2,0,0,0,0,0,1,12,.212,.235,.273,.508,9,1,0,0,0,0,2025-06-04
130,LAD,2025-06-04,,NYM,"L, 1-6",35,33,1,6,4,1,0,1,1,0,0,1,10,.182,.229,.303,.532,10,0,1,0,0,0,2025-06-04
131,MIL,2025-06-04,@,CIN,"W, 9-1",43,39,9,13,9,1,0,3,9,1,0,2,7,.333,.366,.590,.956,23,0,0,1,0,0,2025-06-04
132,MIN,2025-06-04,@,ATH,"W, 6-1",39,35,6,8,6,0,0,2,5,1,0,4,9,.229,.308,.400,.708,14,0,0,0,0,0,2025-06-04
133,NYM,2025-06-04,@,LAD,"W, 6-1",37,31,6,4,2,0,0,2,6,1,0,4,7,.129,.270,.323,.593,10,1,2,0,0,0,2025-06-04
134,NYY,2025-06-04,,CLE,"L, 0-4",33,30,0,5,4,1,0,0,0,0,0,3,10,.167,.242,.200,.442,6,3,0,0,0,0,2025-06-04
135,ATH,2025-06-04,,MIN,"L, 1-6",35,31,1,5,3,2,0,0,1,0,0,4,14,.161,.257,.226,.483,7,1,0,0,0,0,2025-06-04
136,PHI,2025-06-04,@,TOR,"L, 1-2",33,31,1,5,4,0,0,1,1,0,0,2,8,.161,.212,.258,.470,8,1,0,0,0,0,2025-06-04
137,PIT,2025-06-04,,HOU,"W, 3-0",33,29,3,8,6,2,0,0,2,2,0,2,7,.276,.333,.345,.678,10,2,1,0,1,0,2025-06-04
138,SDP,2025-06-04,@,SFG,"L, 5-6",41,39,5,12,9,2,1,0,5,3,1,2,6,.308,.341,.410,.752,16,0,0,0,0,0,2025-06-04
139,SEA,2025-06-04,,BAL,"L, 2-3",34,29,2,5,4,1,0,0,2,1,0,3,11,.172,.265,.207,.472,6,1,1,0,1,0,2025-06-04
140,SFG,2025-06-04,,SDP,"W, 6-5",34,31,6,8,3,4,0,1,6,1,0,2,6,.258,.294,.484,.778,15,0,0,0,1,0,2025-06-04
141,TBR,2025-06-04,,TEX,"W, 5-4",35,31,5,8,5,2,0,1,4,2,0,3,12,.258,.343,.419,.762,13,1,1,0,0,0,2025-06-04
142,TEX,2025-06-04,@,TBR,"L, 4-5",39,37,4,8,5,2,0,1,4,0,0,2,11,.216,.256,.351,.608,13,0,0,0,0,0,2025-06-04
143,TOR,2025-06-04,,PHI,"W, 2-1",31,31,2,5,3,1,1,0,2,1,0,0,4,.161,.161,.258,.419,8,0,0,0,0,0,2025-06-04
144,WSN,2025-06-04,,CHC,"W, 2-0",28,27,2,4,2,1,0,1,2,1,1,1,6,.148,.179,.296,.475,8,0,0,0,0,0,2025-06-04
